Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming,sentiment
2025-01-04 04:37:45,muhammad angga,2,"Untuk sistem keamanan sudah bagus, ketika buka aplikasi harus log in dulu, Kekurangan nya tolong perbaiki masalah pemberitahuan transfer dari bank lain yang sering kali tidak ada notifikasi, bahkan adakala nya dari pihak pentransfer sudah melakukan transfer tapi saldo dan notifikasi belum masuk Tolong perbaiki yang lain sudah bagus",Untuk sistem keamanan sudah bagus ketika buka aplikasi harus log in dulu Kekurangan nya tolong perbaiki masalah pemberitahuan transfer dari bank lain yang sering kali tidak ada notifikasi bahkan adakala nya dari pihak pentransfer sudah melakukan transfer tapi saldo dan notifikasi belum masuk Tolong perbaiki yang lain sudah bagus,untuk sistem keamanan sudah bagus ketika buka aplikasi harus log in dulu kekurangan nya tolong perbaiki masalah pemberitahuan transfer dari bank lain yang sering kali tidak ada notifikasi bahkan adakala nya dari pihak pentransfer sudah melakukan transfer tapi saldo dan notifikasi belum masuk tolong perbaiki yang lain sudah bagus,untuk sistem keamanan sudah bagus ketika buka aplikasi harus log ini dulu kekurangan ya tolong perbaiki masalah pemberitahuan transfer dari bank lain yang sering kali tidak ada notifikasi bahkan adakala ya dari pihak pentransfer sudah melakukan transfer tapi saldo dan notifikasi belum masuk tolong perbaiki yang lain sudah bagus,"['untuk', 'sistem', 'keamanan', 'sudah', 'bagus', 'ketika', 'buka', 'aplikasi', 'harus', 'log', 'ini', 'dulu', 'kekurangan', 'ya', 'tolong', 'perbaiki', 'masalah', 'pemberitahuan', 'transfer', 'dari', 'bank', 'lain', 'yang', 'sering', 'kali', 'tidak', 'ada', 'notifikasi', 'bahkan', 'adakala', 'ya', 'dari', 'pihak', 'pentransfer', 'sudah', 'melakukan', 'transfer', 'tapi', 'saldo', 'dan', 'notifikasi', 'belum', 'masuk', 'tolong', 'perbaiki', 'yang', 'lain', 'sudah', 'bagus']","['sistem', 'keamanan', 'bagus', 'buka', 'aplikasi', 'log', 'kekurangan', 'ya', 'tolong', 'perbaiki', 'pemberitahuan', 'transfer', 'bank', 'kali', 'notifikasi', 'adakala', 'ya', 'pentransfer', 'transfer', 'saldo', 'notifikasi', 'masuk', 'tolong', 'perbaiki', 'bagus']",sistem aman bagus buka aplikasi log kurang ya tolong baik pemberitahuan transfer bank kali notifikasi adakala ya pentransfer transfer saldo notifikasi masuk tolong baik bagus,Negatif
2025-01-04 04:02:04,Muhammadtzy06,1,"Model dalam dan fitur aplikasinya terlalu kaku, jadul, dan susah bgt bahasanya untuk difahami bagi pemula. Tingkatin juga dong sistem app nya bukan cuman duitnya doang lu tingkatin. Dan kendala gw pake BCA express master card, nggk bisa transaksi dibank luar negeri, suka bgt eror BCA disini nih. Untuk kalian jgn pernah pake BCA kalo mau keluar negeri, mendingan mandiri atau CIMB niaga, BCA menang nama doang, BCA bagus dikandang doang diluar mah erornya minta ampun",Model dalam dan fitur aplikasinya terlalu kaku jadul dan susah bgt bahasanya untuk difahami bagi pemula Tingkatin juga dong sistem app nya bukan cuman duitnya doang lu tingkatin Dan kendala gw pake BCA express master card nggk bisa transaksi dibank luar negeri suka bgt eror BCA disini nih Untuk kalian jgn pernah pake BCA kalo mau keluar negeri mendingan mandiri atau CIMB niaga BCA menang nama doang BCA bagus dikandang doang diluar mah erornya minta ampun,model dalam dan fitur aplikasinya terlalu kaku jadul dan susah bgt bahasanya untuk difahami bagi pemula tingkatin juga dong sistem app nya bukan cuman duitnya doang lu tingkatin dan kendala gw pake bca express master card nggk bisa transaksi dibank luar negeri suka bgt eror bca disini nih untuk kalian jgn pernah pake bca kalo mau keluar negeri mendingan mandiri atau cimb niaga bca menang nama doang bca bagus dikandang doang diluar mah erornya minta ampun,model dalam dan fitur aplikasinya terlalu kaku jadul dan susah banget bahasanya untuk difahami bagi pemula tingkatin juga dong sistem app ya bukan cuman duitnya doang kamu tingkatin dan kendala gue pakai baca express master card tidak bisa transaksi dibank luar negeri suka banget eror baca disini nih untuk kalian jangan pernah pakai baca kalau mau keluar negeri mendingan mandiri atau cimb niaga baca menang nama doang baca bagus dikandang doang diluar mah erornya meminta ampun,"['model', 'dalam', 'dan', 'fitur', 'aplikasinya', 'terlalu', 'kaku', 'jadul', 'dan', 'susah', 'banget', 'bahasanya', 'untuk', 'difahami', 'bagi', 'pemula', 'tingkatin', 'juga', 'dong', 'sistem', 'app', 'ya', 'bukan', 'cuman', 'duitnya', 'doang', 'kamu', 'tingkatin', 'dan', 'kendala', 'gue', 'pakai', 'baca', 'express', 'master', 'card', 'tidak', 'bisa', 'transaksi', 'dibank', 'luar', 'negeri', 'suka', 'banget', 'eror', 'baca', 'disini', 'nih', 'untuk', 'kalian', 'jangan', 'pernah', 'pakai', 'baca', 'kalau', 'mau', 'keluar', 'negeri', 'mendingan', 'mandiri', 'atau', 'cimb', 'niaga', 'baca', 'menang', 'nama', 'doang', 'baca', 'bagus', 'dikandang', 'doang', 'diluar', 'mah', 'erornya', 'meminta', 'ampun']","['model', 'fitur', 'aplikasinya', 'kaku', 'jadul', 'susah', 'banget', 'bahasanya', 'difahami', 'pemula', 'tingkatin', 'sistem', 'app', 'ya', 'cuman', 'duitnya', 'doang', 'tingkatin', 'kendala', 'gue', 'pakai', 'baca', 'express', 'master', 'card', 'transaksi', 'dibank', 'negeri', 'suka', 'banget', 'eror', 'baca', 'nih', 'pakai', 'baca', 'negeri', 'mendingan', 'mandiri', 'cimb', 'niaga', 'baca', 'menang', 'nama', 'doang', 'baca', 'bagus', 'dikandang', 'doang', 'diluar', 'mah', 'erornya', 'ampun']",model fitur aplikasi kaku jadul susah banget bahasa difahami mula tingkatin sistem app ya cuman duit doang tingkatin kendala gue pakai baca express master card transaksi bank negeri suka banget eror baca nih pakai baca negeri mending mandiri cimb niaga baca menang nama doang baca bagus kandang doang luar mah eror ampun,Negatif
2025-01-04 03:35:29,shelomita mortiningsih,5,Banyak manfaatnya,Banyak manfaatnya,banyak manfaatnya,banyak manfaatnya,"['banyak', 'manfaatnya']",['manfaatnya'],manfaat,Positif
2025-01-04 03:15:10,VARISHA YOUTUBE,1,"KECEWA dengan BCA PUSAT PEKANBARU, AKU MAU NARIK KARENA DI ATM KARNA SALDO KU GAK CUKUP HANYA 48RB MAU SETOR DIBAYAH 20 RIBU SAJA TIDAK BISA, MALAH DISURUH SETOR 50RB.. SEDANG UANG. SETOR AJA GAK CUKUP 50RB.. DI TANYA SOLUSI GAK ADA.. MALAH DISURUH TRANFER DARI ORANG LAIN.. MANA ADA ORANG MAU BANTU TRANFER KE ORANG GAK KENAL.. GAK ADA SOLUSI POKOKNYA DIKANTOR NYA",KECEWA dengan BCA PUSAT PEKANBARU AKU MAU NARIK KARENA DI ATM KARNA SALDO KU GAK CUKUP HANYA RB MAU SETOR DIBAYAH  RIBU SAJA TIDAK BISA MALAH DISURUH SETOR RB SEDANG UANG SETOR AJA GAK CUKUP RB DI TANYA SOLUSI GAK ADA MALAH DISURUH TRANFER DARI ORANG LAIN MANA ADA ORANG MAU BANTU TRANFER KE ORANG GAK KENAL GAK ADA SOLUSI POKOKNYA DIKANTOR NYA,kecewa dengan bca pusat pekanbaru aku mau narik karena di atm karna saldo ku gak cukup hanya rb mau setor dibayah  ribu saja tidak bisa malah disuruh setor rb sedang uang setor aja gak cukup rb di tanya solusi gak ada malah disuruh tranfer dari orang lain mana ada orang mau bantu tranfer ke orang gak kenal gak ada solusi pokoknya dikantor nya,kecewa dengan baca pusat pekanbaru aku mau menarik karena di atm karena saldo ku tidak cukup hanya ribu mau setor dibayah ribu saja tidak bisa malah disuruh setor ribu sedang uang setor saja tidak cukup ribu di tanya solusi tidak ada malah disuruh tranfer dari orang lain mana ada orang mau bantu tranfer ke orang tidak kenal tidak ada solusi pokoknya dikantor ya,"['kecewa', 'dengan', 'baca', 'pusat', 'pekanbaru', 'aku', 'mau', 'menarik', 'karena', 'di', 'atm', 'karena', 'saldo', 'ku', 'tidak', 'cukup', 'hanya', 'ribu', 'mau', 'setor', 'dibayah', 'ribu', 'saja', 'tidak', 'bisa', 'malah', 'disuruh', 'setor', 'ribu', 'sedang', 'uang', 'setor', 'saja', 'tidak', 'cukup', 'ribu', 'di', 'tanya', 'solusi', 'tidak', 'ada', 'malah', 'disuruh', 'tranfer', 'dari', 'orang', 'lain', 'mana', 'ada', 'orang', 'mau', 'bantu', 'tranfer', 'ke', 'orang', 'tidak', 'kenal', 'tidak', 'ada', 'solusi', 'pokoknya', 'dikantor', 'ya']","['kecewa', 'baca', 'pusat', 'pekanbaru', 'menarik', 'atm', 'saldo', 'ku', 'ribu', 'setor', 'dibayah', 'ribu', 'disuruh', 'setor', 'ribu', 'uang', 'setor', 'ribu', 'solusi', 'disuruh', 'tranfer', 'orang', 'orang', 'bantu', 'tranfer', 'orang', 'kenal', 'solusi', 'pokoknya', 'dikantor', 'ya']",kecewa baca pusat pekanbaru tarik atm saldo ku ribu setor dibayah ribu suruh setor ribu uang setor ribu solusi suruh tranfer orang orang bantu tranfer orang kenal solusi pokok kantor ya,Positif
2025-01-04 03:13:06,Bayu Bono,2,Selalu minta login ulang,Selalu minta login ulang,selalu minta login ulang,selalu meminta login ulang,"['selalu', 'meminta', 'login', 'ulang']","['login', 'ulang']",login ulang,Negatif
2025-01-04 02:58:40,Roni Riyanto,5,Ping merahnya......,Ping merahnya,ping merahnya,ping merahnya,"['ping', 'merahnya']","['ping', 'merahnya']",ping merah,Positif
2025-01-04 01:28:21,Ilham Kurnia,5,Woy BCA kenapa sekarang kuota masih banyak tapi merah terus kagak jelas nih BCA,Woy BCA kenapa sekarang kuota masih banyak tapi merah terus kagak jelas nih BCA,woy bca kenapa sekarang kuota masih banyak tapi merah terus kagak jelas nih bca,woy baca kenapa sekarang kuota masih banyak tapi merah terus kagak jelas nih baca,"['woy', 'baca', 'kenapa', 'sekarang', 'kuota', 'masih', 'banyak', 'tapi', 'merah', 'terus', 'kagak', 'jelas', 'nih', 'baca']","['woy', 'baca', 'kuota', 'merah', 'kagak', 'nih', 'baca']",woy baca kuota merah kagak nih baca,Negatif
2025-01-04 01:19:09,Jhony Warner,1,lampu indikator sering merah terus...padahal sinyal & internet bagus ingin cepat bertransaksi malah harus nunggu sekitar 5mnt baru lampu hijau kembali,lampu indikator sering merah teruspadahal sinyal  internet bagus ingin cepat bertransaksi malah harus nunggu sekitar mnt baru lampu hijau kembali,lampu indikator sering merah teruspadahal sinyal  internet bagus ingin cepat bertransaksi malah harus nunggu sekitar mnt baru lampu hijau kembali,lampu indikator sering merah teruspadahal sinyal internet bagus ingin cepat bertransaksi malah harus menunggu sekitar minta baru lampu hijau kembali,"['lampu', 'indikator', 'sering', 'merah', 'teruspadahal', 'sinyal', 'internet', 'bagus', 'ingin', 'cepat', 'bertransaksi', 'malah', 'harus', 'menunggu', 'sekitar', 'minta', 'baru', 'lampu', 'hijau', 'kembali']","['lampu', 'indikator', 'merah', 'teruspadahal', 'sinyal', 'internet', 'bagus', 'cepat', 'bertransaksi', 'menunggu', 'lampu', 'hijau']",lampu indikator merah teruspadahal sinyal internet bagus cepat transaksi tunggu lampu hijau,Positif
2025-01-04 01:14:54,tia Aisyah,1,sering bangeut merah padahal sinyal bagus menyebalkan,sering bangeut merah padahal sinyal bagus menyebalkan,sering bangeut merah padahal sinyal bagus menyebalkan,sering bangeut merah padahal sinyal bagus menyebalkan,"['sering', 'bangeut', 'merah', 'padahal', 'sinyal', 'bagus', 'menyebalkan']","['bangeut', 'merah', 'sinyal', 'bagus', 'menyebalkan']",bangeut merah sinyal bagus sebal,Positif
2025-01-04 00:43:44,Zaharo Saduki,2,"Bca mobile kenapa???? Selalu crush nutup sendiri tidak bisa dipakai di hp ku infinix hot 50pro+ padahal sebelumnya baik baik aja, sudah resintal berkali2 tetep aja gabisa dibuka trs nutup sendiri, benerin plisssss",Bca mobile kenapa Selalu crush nutup sendiri tidak bisa dipakai di hp ku infinix hot pro padahal sebelumnya baik baik aja sudah resintal berkali tetep aja gabisa dibuka trs nutup sendiri benerin plisssss,bca mobile kenapa selalu crush nutup sendiri tidak bisa dipakai di hp ku infinix hot pro padahal sebelumnya baik baik aja sudah resintal berkali tetep aja gabisa dibuka trs nutup sendiri benerin plisssss,baca mobile kenapa selalu crush nutup sendiri tidak bisa dipakai di hp ku infinix hot pro padahal sebelumnya baik baik saja sudah resintal berkali tetap saja dibuka terus nutup sendiri benerin plisssss,"['baca', 'mobile', 'kenapa', 'selalu', 'crush', 'nutup', 'sendiri', 'tidak', 'bisa', 'dipakai', 'di', 'hp', 'ku', 'infinix', 'hot', 'pro', 'padahal', 'sebelumnya', 'baik', 'baik', 'saja', 'sudah', 'resintal', 'berkali', 'tetap', 'saja', 'dibuka', 'terus', 'nutup', 'sendiri', 'benerin', 'plisssss']","['baca', 'mobile', 'crush', 'nutup', 'dipakai', 'hp', 'ku', 'infinix', 'hot', 'pro', 'resintal', 'berkali', 'dibuka', 'nutup', 'benerin', 'plisssss']",baca mobile crush nutup pakai hp ku infinix hot pro resintal kali buka nutup benerin plisssss,Negatif
2025-01-04 00:31:41,Vania Keisya,5,Matttt,Matttt,matttt,matttt,['matttt'],['matttt'],matttt,Negatif
2025-01-04 00:24:14,Toni Irawan,3,"Kenapa susah Nerima transfer lewat qris ovo ke BCA , pedahal butuh sekali Gagal terus",Kenapa susah Nerima transfer lewat qris ovo ke BCA  pedahal butuh sekali Gagal terus,kenapa susah nerima transfer lewat qris ovo ke bca  pedahal butuh sekali gagal terus,kenapa susah menerima transfer lewat qris ovo ke baca pedahal butuh sekali gagal terus,"['kenapa', 'susah', 'menerima', 'transfer', 'lewat', 'qris', 'ovo', 'ke', 'baca', 'pedahal', 'butuh', 'sekali', 'gagal', 'terus']","['susah', 'menerima', 'transfer', 'qris', 'ovo', 'baca', 'pedahal', 'butuh', 'gagal']",susah terima transfer qris ovo baca pedahal butuh gagal,Negatif
2025-01-04 00:23:06,Toni 2102,1,"Setelah update , aplikasi tidak bisa dibuka sama sekali .",Setelah update  aplikasi tidak bisa dibuka sama sekali ,setelah update  aplikasi tidak bisa dibuka sama sekali ,setelah update aplikasi tidak bisa dibuka sama sekali,"['setelah', 'update', 'aplikasi', 'tidak', 'bisa', 'dibuka', 'sama', 'sekali']","['update', 'aplikasi', 'dibuka']",update aplikasi buka,Negatif
2025-01-03 20:45:03,Nurman Wahyu,1,parah indikator sering merah terus,parah indikator sering merah terus,parah indikator sering merah terus,parah indikator sering merah terus,"['parah', 'indikator', 'sering', 'merah', 'terus']","['parah', 'indikator', 'merah']",parah indikator merah,Positif
2025-01-03 17:26:15,Wahyu Ardhiansyah,2,Tolong tambahkan layanan cetak kartu lagi,Tolong tambahkan layanan cetak kartu lagi,tolong tambahkan layanan cetak kartu lagi,tolong tambahkan layanan cetak kartu lagi,"['tolong', 'tambahkan', 'layanan', 'cetak', 'kartu', 'lagi']","['tolong', 'tambahkan', 'layanan', 'cetak', 'kartu']",tolong tambah layan cetak kartu,Negatif
2025-01-03 17:17:31,Andani Wijaya,5,Sngat puas semua transaksi mudah dan cepat,Sngat puas semua transaksi mudah dan cepat,sngat puas semua transaksi mudah dan cepat,sngat puas semua transaksi mudah dan cepat,"['sngat', 'puas', 'semua', 'transaksi', 'mudah', 'dan', 'cepat']","['sngat', 'puas', 'transaksi', 'mudah', 'cepat']",sngat puas transaksi mudah cepat,Positif
2025-01-03 16:51:49,vebrian gevi,1,Susah login terus,Susah login terus,susah login terus,susah login terus,"['susah', 'login', 'terus']","['susah', 'login']",susah login,Positif
2025-01-03 16:30:52,rendy christopher,1,"force close terus, begitu di pencet aplikasi BCA mobile malah gak bisa gerak layarnya",force close terus begitu di pencet aplikasi BCA mobile malah gak bisa gerak layarnya,force close terus begitu di pencet aplikasi bca mobile malah gak bisa gerak layarnya,force close terus begitu di pencet aplikasi baca mobile malah tidak bisa gerak layarnya,"['force', 'close', 'terus', 'begitu', 'di', 'pencet', 'aplikasi', 'baca', 'mobile', 'malah', 'tidak', 'bisa', 'gerak', 'layarnya']","['force', 'close', 'pencet', 'aplikasi', 'baca', 'mobile', 'gerak', 'layarnya']",force close pencet aplikasi baca mobile gerak layar,Negatif
2025-01-03 16:12:48,Budi Ari,2,"lah ini knpa dgn BCA mobile, masa TF gak masuk2 ke saldo, sedangkan teman saya saya TF nya sukses tp saldo di saya GK masuk2",lah ini knpa dgn BCA mobile masa TF gak masuk ke saldo sedangkan teman saya saya TF nya sukses tp saldo di saya GK masuk,lah ini knpa dgn bca mobile masa tf gak masuk ke saldo sedangkan teman saya saya tf nya sukses tp saldo di saya gk masuk,lah ini kenapa dengan baca mobile masa tf tidak masuk ke saldo sedangkan teman saya saya tf ya sukses tapi saldo di saya tidak masuk,"['lah', 'ini', 'kenapa', 'dengan', 'baca', 'mobile', 'masa', 'tf', 'tidak', 'masuk', 'ke', 'saldo', 'sedangkan', 'teman', 'saya', 'saya', 'tf', 'ya', 'sukses', 'tapi', 'saldo', 'di', 'saya', 'tidak', 'masuk']","['baca', 'mobile', 'tf', 'masuk', 'saldo', 'teman', 'tf', 'ya', 'sukses', 'saldo', 'masuk']",baca mobile tf masuk saldo teman tf ya sukses saldo masuk,Negatif
2025-01-03 16:04:59,Ayub estrada,1,Lagi kenapa lg bca ini gak bisa cek saldo sama sekali indikator merah terus kenapa in?,Lagi kenapa lg bca ini gak bisa cek saldo sama sekali indikator merah terus kenapa in,lagi kenapa lg bca ini gak bisa cek saldo sama sekali indikator merah terus kenapa in,lagi kenapa lagi baca ini tidak bisa cek saldo sama sekali indikator merah terus kenapa ini,"['lagi', 'kenapa', 'lagi', 'baca', 'ini', 'tidak', 'bisa', 'cek', 'saldo', 'sama', 'sekali', 'indikator', 'merah', 'terus', 'kenapa', 'ini']","['baca', 'cek', 'saldo', 'indikator', 'merah']",baca cek saldo indikator merah,Negatif
2025-01-03 15:21:28,Iska Raidi,5,Puas,Puas,puas,puas,['puas'],['puas'],puas,Positif
2025-01-03 15:20:52,Safira Qintari,2,Verifikasi ulang udh mo 10x pdhl kartu yg sama dan ga lepas pasang. Yakali,Verifikasi ulang udh mo x pdhl kartu yg sama dan ga lepas pasang Yakali,verifikasi ulang udh mo x pdhl kartu yg sama dan ga lepas pasang yakali,verifikasi ulang sudah mau kali padahal kartu yang sama dan tidak lepas pasang yakali,"['verifikasi', 'ulang', 'sudah', 'mau', 'kali', 'padahal', 'kartu', 'yang', 'sama', 'dan', 'tidak', 'lepas', 'pasang', 'yakali']","['verifikasi', 'ulang', 'kali', 'kartu', 'lepas', 'pasang', 'yakali']",verifikasi ulang kali kartu lepas pasang yakali,Negatif
2025-01-03 15:08:11,Dian Maryanah,4,Udh update tapi aplikasi life style untuk tiket kereta kox ada terus yaa kenapa bisa gitu??,Udh update tapi aplikasi life style untuk tiket kereta kox ada terus yaa kenapa bisa gitu,udh update tapi aplikasi life style untuk tiket kereta kox ada terus yaa kenapa bisa gitu,sudah update tapi aplikasi life style untuk tiket kereta kok ada terus ya kenapa bisa begitu,"['sudah', 'update', 'tapi', 'aplikasi', 'life', 'style', 'untuk', 'tiket', 'kereta', 'kok', 'ada', 'terus', 'ya', 'kenapa', 'bisa', 'begitu']","['update', 'aplikasi', 'life', 'style', 'tiket', 'kereta', 'ya']",update aplikasi life style tiket kereta ya,Negatif
2025-01-03 14:07:29,Bulls_ Eye,2,"Setelah di update malah banyak yang eror, mau masuk susah, gk bisa masuk2 tolong dipermudah akses nya lg",Setelah di update malah banyak yang eror mau masuk susah gk bisa masuk tolong dipermudah akses nya lg,setelah di update malah banyak yang eror mau masuk susah gk bisa masuk tolong dipermudah akses nya lg,setelah di update malah banyak yang eror mau masuk susah tidak bisa masuk tolong dipermudah akses ya lagi,"['setelah', 'di', 'update', 'malah', 'banyak', 'yang', 'eror', 'mau', 'masuk', 'susah', 'tidak', 'bisa', 'masuk', 'tolong', 'dipermudah', 'akses', 'ya', 'lagi']","['update', 'eror', 'masuk', 'susah', 'masuk', 'tolong', 'dipermudah', 'akses', 'ya']",update eror masuk susah masuk tolong mudah akses ya,Negatif
2025-01-03 13:45:36,Thomas shealby,5,"Sangat membantu, tidak perlu pergi jauh-jauh ke ATM",Sangat membantu tidak perlu pergi jauhjauh ke ATM,sangat membantu tidak perlu pergi jauhjauh ke atm,sangat membantu tidak perlu pergi jauhjauh ke atm,"['sangat', 'membantu', 'tidak', 'perlu', 'pergi', 'jauhjauh', 'ke', 'atm']","['membantu', 'pergi', 'jauhjauh', 'atm']",bantu pergi jauhjauh atm,Positif
2025-01-03 13:02:26,Teh Poci,3,"Sangat aneh tidak ada notif terpotong tetapi uang saya selalu terpotong, padahal saya sudah bayar untuk bulanannya tetapi masih terpotong juga tolong lain kali kalo ada potongan beri notifikasi nya",Sangat aneh tidak ada notif terpotong tetapi uang saya selalu terpotong padahal saya sudah bayar untuk bulanannya tetapi masih terpotong juga tolong lain kali kalo ada potongan beri notifikasi nya,sangat aneh tidak ada notif terpotong tetapi uang saya selalu terpotong padahal saya sudah bayar untuk bulanannya tetapi masih terpotong juga tolong lain kali kalo ada potongan beri notifikasi nya,sangat aneh tidak ada notif terpotong tetapi uang saya selalu terpotong padahal saya sudah bayar untuk bulanannya tetapi masih terpotong juga tolong lain kali kalau ada potongan beri notifikasi ya,"['sangat', 'aneh', 'tidak', 'ada', 'notif', 'terpotong', 'tetapi', 'uang', 'saya', 'selalu', 'terpotong', 'padahal', 'saya', 'sudah', 'bayar', 'untuk', 'bulanannya', 'tetapi', 'masih', 'terpotong', 'juga', 'tolong', 'lain', 'kali', 'kalau', 'ada', 'potongan', 'beri', 'notifikasi', 'ya']","['aneh', 'notif', 'terpotong', 'uang', 'terpotong', 'bayar', 'bulanannya', 'terpotong', 'tolong', 'kali', 'potongan', 'notifikasi', 'ya']",aneh notif potong uang potong bayar bulan potong tolong kali potong notifikasi ya,Negatif
2025-01-03 12:53:30,NASLIM,5,Min kapan yah kira kira tranfer uang dari luar negeri ke Indonesia sampainya menggunakan mbanking bca. Udah 2 hari belum sampai/masuk ke mbanking bca. Dari pihak pengiriman sudah terkirim/sukses tapi belum masuk/sampai ke mbanking bca saya,Min kapan yah kira kira tranfer uang dari luar negeri ke Indonesia sampainya menggunakan mbanking bca Udah  hari belum sampaimasuk ke mbanking bca Dari pihak pengiriman sudah terkirimsukses tapi belum masuksampai ke mbanking bca saya,min kapan yah kira kira tranfer uang dari luar negeri ke indonesia sampainya menggunakan mbanking bca udah  hari belum sampaimasuk ke mbanking bca dari pihak pengiriman sudah terkirimsukses tapi belum masuksampai ke mbanking bca saya,min kapan ya kira kira tranfer uang dari luar negeri ke indonesia sampainya menggunakan mbanking baca sudah hari belum sampaimasuk ke mbanking baca dari pihak pengiriman sudah terkirimsukses tapi belum masuksampai ke mbanking baca saya,"['min', 'kapan', 'ya', 'kira', 'kira', 'tranfer', 'uang', 'dari', 'luar', 'negeri', 'ke', 'indonesia', 'sampainya', 'menggunakan', 'mbanking', 'baca', 'sudah', 'hari', 'belum', 'sampaimasuk', 'ke', 'mbanking', 'baca', 'dari', 'pihak', 'pengiriman', 'sudah', 'terkirimsukses', 'tapi', 'belum', 'masuksampai', 'ke', 'mbanking', 'baca', 'saya']","['min', 'ya', 'tranfer', 'uang', 'negeri', 'indonesia', 'sampainya', 'mbanking', 'baca', 'sampaimasuk', 'mbanking', 'baca', 'pengiriman', 'terkirimsukses', 'masuksampai', 'mbanking', 'baca']",min ya tranfer uang negeri indonesia sampai mbanking baca sampaimasuk mbanking baca kirim terkirimsukses masuksampai mbanking baca,Negatif
2025-01-03 11:57:32,yahya saripudin,3,"Hadeh hp w baru di reset stelan pabrik, pas mau masuk harus verifikasi lewat hallo bca, padahal mah kan kalo mau verifikasi tinggal di foto aja identitasnya JD g perlu telpon hallo bca LG buang"" pulsa udah gitu mahal LG tarif telfon hallo bca g cukup pulsa 15rb",Hadeh hp w baru di reset stelan pabrik pas mau masuk harus verifikasi lewat hallo bca padahal mah kan kalo mau verifikasi tinggal di foto aja identitasnya JD g perlu telpon hallo bca LG buang pulsa udah gitu mahal LG tarif telfon hallo bca g cukup pulsa rb,hadeh hp w baru di reset stelan pabrik pas mau masuk harus verifikasi lewat hallo bca padahal mah kan kalo mau verifikasi tinggal di foto aja identitasnya jd g perlu telpon hallo bca lg buang pulsa udah gitu mahal lg tarif telfon hallo bca g cukup pulsa rb,hadeh hp gue baru di reset stelan pabrik pas mau masuk harus verifikasi lewat halo baca padahal mah kan kalau mau verifikasi tinggal di foto saja identitasnya jadi tidak perlu telpon halo baca lagi buang pulsa sudah begitu mahal lagi tarif telfon halo baca tidak cukup pulsa ribu,"['hadeh', 'hp', 'gue', 'baru', 'di', 'reset', 'stelan', 'pabrik', 'pas', 'mau', 'masuk', 'harus', 'verifikasi', 'lewat', 'halo', 'baca', 'padahal', 'mah', 'kan', 'kalau', 'mau', 'verifikasi', 'tinggal', 'di', 'foto', 'saja', 'identitasnya', 'jadi', 'tidak', 'perlu', 'telpon', 'halo', 'baca', 'lagi', 'buang', 'pulsa', 'sudah', 'begitu', 'mahal', 'lagi', 'tarif', 'telfon', 'halo', 'baca', 'tidak', 'cukup', 'pulsa', 'ribu']","['hadeh', 'hp', 'gue', 'reset', 'stelan', 'pabrik', 'pas', 'masuk', 'verifikasi', 'halo', 'baca', 'mah', 'verifikasi', 'tinggal', 'foto', 'identitasnya', 'telpon', 'halo', 'baca', 'buang', 'pulsa', 'mahal', 'tarif', 'telfon', 'halo', 'baca', 'pulsa', 'ribu']",hadeh hp gue reset stelan pabrik pas masuk verifikasi halo baca mah verifikasi tinggal foto identitas telpon halo baca buang pulsa mahal tarif telfon halo baca pulsa ribu,Positif
2025-01-03 11:56:22,Muhammad Ramdhanii,1,Ini knp yaa m banking saya tidak bisa melakukan transaksi,Ini knp yaa m banking saya tidak bisa melakukan transaksi,ini knp yaa m banking saya tidak bisa melakukan transaksi,ini kenapa ya sama banking saya tidak bisa melakukan transaksi,"['ini', 'kenapa', 'ya', 'sama', 'banking', 'saya', 'tidak', 'bisa', 'melakukan', 'transaksi']","['ya', 'banking', 'transaksi']",ya banking transaksi,Negatif
2025-01-03 11:36:09,Acoz Samsung,5,"Aplikasinya sangat aman, simpel dan keren",Aplikasinya sangat aman simpel dan keren,aplikasinya sangat aman simpel dan keren,aplikasinya sangat aman simpel dan keren,"['aplikasinya', 'sangat', 'aman', 'simpel', 'dan', 'keren']","['aplikasinya', 'aman', 'simpel', 'keren']",aplikasi aman simpel keren,Positif
2025-01-03 10:03:51,Wiliam Ezekiel,1,"Kocak bca mobile kaga jelas, padahal nomor hp masih aktif tapi kode otp nya kaga masuk""",Kocak bca mobile kaga jelas padahal nomor hp masih aktif tapi kode otp nya kaga masuk,kocak bca mobile kaga jelas padahal nomor hp masih aktif tapi kode otp nya kaga masuk,kocak baca mobile kagak jelas padahal nomor hp masih aktif tapi kode otp ya kagak masuk,"['kocak', 'baca', 'mobile', 'kagak', 'jelas', 'padahal', 'nomor', 'hp', 'masih', 'aktif', 'tapi', 'kode', 'otp', 'ya', 'kagak', 'masuk']","['kocak', 'baca', 'mobile', 'kagak', 'nomor', 'hp', 'aktif', 'kode', 'otp', 'ya', 'kagak', 'masuk']",kocak baca mobile kagak nomor hp aktif kode otp ya kagak masuk,Negatif
